"Identificador URL";"Nome";"Categorias";"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";"Preço";"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"Código de barras";"Exibir na loja";"Frete gratis";"Descrição";"Tags";"Título para SEO";"Descrição para SEO";"Marca";"Produto Físico";"MPN (Cód. Exclusivo Modelo Fabricante)";"Sexo";"Faixa etária";"Custo"
"orquidea-phalaenopsis-pink-no-vaso-de-vidro";"Orquídea Phalaenopsis Pink no Vaso de Vidro";"Orquideas";"";"";"";"";"";"";"209.90";"";"";"";"";"";"";"3624";"";"SIM";"NÃO";"Presente Elegante e Sofisticado. Linda orquídea phalaenopsis pink no vaso de vidro. Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, orquideas";"Orquídea Phalaenopsis Pink no Vaso de Vidro";"Presente Elegante e Sofisticado. Linda orquídea phalaenopsis pink no vaso de vidro. Confira outros modelos de Presentes Românticos na nossa seleção de Flores pa";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-roxa-majestade";"Orquídea Roxa Majestade";"Orquideas";"";"";"";"";"";"";"189.90";"";"";"";"";"";"";"5105";"";"SIM";"NÃO";"A beleza que impressiona à primeira vista. Orquídea Roxa Majestade Elegante, imponente e cheia de personalidade - perfeita para surpreender alguém especial ou transformar qualquer ambiente com charme e delicadeza. Orquídea premium Cor intensa e apaixonante Embalada com carinho no padrão Praça Das Flores Um presente que fala de amor, admiração e cuidado. Praça Das Flores - detalhes que encantam. Dimensão aproximada 50/60 altura Gostou? Então confira outros modelos de Orquídeas e surpreenda com um presente belíssimo.";"floricultura, orquideas";"Orquídea Roxa Majestade";"A beleza que impressiona à primeira vista. Orquídea Roxa Majestade Elegante, imponente e cheia de personalidade - perfeita para surpreender alguém especial ou t";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-super-luxo-vaso-de-vidro";"Orquídea Super Luxo Vaso de Vidro";"Orquideas";"";"";"";"";"";"";"679.90";"";"";"";"";"";"";"3337";"";"SIM";"NÃO";"Sensacional Vaso com 4 hastes de Orquídeas Phalaenopsis Brancas. Dimensões Aproximadas: 65/70cm Altura x 35/45 cm Largura Gostou? Então confira outros modelos de Orquídeas e surpreenda com um presente belíssimo.";"floricultura, orquideas";"Orquídea Super Luxo Vaso de Vidro";"Sensacional Vaso com 4 hastes de Orquídeas Phalaenopsis Brancas. Dimensões Aproximadas: 65/70cm Altura x 35/45 cm Largura Gostou? Então confira outros modelos d";"Praça Das Flores";"SIM";"";"";"";""
"begonia-amarela-presente";"Begônia Amarela Presente";"Plantas e Vasos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"2581";"";"SIM";"NÃO";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante. DIMENSÕES: Largura:25cm x Altura:35cm x Diâmetro:25cm. A EMBALAGEM PODERA VARIAR DE ACORDO COM A DISPONIBILIDADE EM ESTOQUE. Gostou? Então confira outros modelos de Begônias e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Begônia Amarela Presente";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante. DIMENSÕES: Largura:25cm x Altura:35cm x";"Praça Das Flores";"SIM";"";"";"";""
"begonia-laranja";"Begônia Laranja";"Plantas e Vasos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"2563";"";"SIM";"NÃO";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante. Dimensões Aproximadas 25cmL x 35cmA x 25cm Diâmetro. Gostou? Então confira outros modelos de Begônias e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Begônia Laranja";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante. Dimensões Aproximadas 25cmL x 35cmA x 2";"Praça Das Flores";"SIM";"";"";"";""
"begonia-laranja-presente";"Begônia Laranja Presente";"Plantas e Vasos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"2585";"";"SIM";"NÃO";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante. DIMENSÕES: Largura:25cm x Altura:35cm x Diâmetro:25cm. A EMBALAGEM PODERA VARIAR DE ACORDO COM A DISPONIBILIDADE EM ESTOQUE. Gostou? Então confira outros modelos de Begônias e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Begônia Laranja Presente";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante. DIMENSÕES: Largura:25cm x Altura:35cm x";"Praça Das Flores";"SIM";"";"";"";""
"begonia-rosa-presente";"Begônia Rosa Presente";"Plantas e Vasos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"4042";"";"SIM";"NÃO";"Um delicado Vaso de Begônia plantada embalada no cachepô, ideal para presentear quem ama cuidar de flores e deixar o ambiente ainda mais alegre colorido. A cor da Begônia pode variar de acordo com a disponibilidade em estoque. DIMENSÕES: Largura:25cm x Altura:35cm xDiâmetro:25cm Embalagem exclusiva Praça Das Flores A EMBALAGEM E A COR DAS FLORES PODERÃO VARIAR DE ACORDO COM A DISPONIBILIDADE EM ESTOQUE. Gostou? Então confira outros modelos de Begônias .";"floricultura, plantas e vasos";"Begônia Rosa Presente";"Um delicado Vaso de Begônia plantada embalada no cachepô, ideal para presentear quem ama cuidar de flores e deixar o ambiente ainda mais alegre colorido. A cor ";"Praça Das Flores";"SIM";"";"";"";""
"begonia-vermelha-love";"Begônia Vermelha Love";"Plantas e Vasos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"2562";"";"SIM";"NÃO";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante a pessoa especial. Dimensão aproximada: 25cmL x 35cmA x 25cm Diâmetro. Gostou? Então confira outros modelos de Begônias e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Begônia Vermelha Love";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante a pessoa especial. Dimensão aproximada: ";"Praça Das Flores";"SIM";"";"";"";""
"begonia-vermelha-presente";"Begônia Vermelha Presente";"Plantas e Vasos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"2586";"";"SIM";"NÃO";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante a pessoa especial. DIMENSÕES: Largura:25cm x Altura:35cm xDiâmetro:25cm A EMBALAGEM E A COR DAS FLORES PODERÃO VARIAR DE ACORDO COM A DISPONIBILIDADE EM ESTOQUE. Gostou? Então confira outros modelos de Begônias e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Begônia Vermelha Presente";"Delicado vaso de Begônia plantada em sofisticada embalagem. É ideal para surpreender e encantar de forma muito elegante a pessoa especial. DIMENSÕES: Largura:25";"Praça Das Flores";"SIM";"";"";"";""
"caixa-15-unidades-variadas-de-mini-suculentas";"Caixa 15 Unidades Variadas de Mini Suculentas";"Plantas e Vasos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"3345";"";"SIM";"NÃO";"Caixa com 15 variedades de mini suculentas. As suculentas irão variar de acordo com a disponibilidade em estoque.";"floricultura, plantas e vasos";"Caixa 15 Unidades Variadas de Mini Suculentas";"Caixa com 15 variedades de mini suculentas. As suculentas irão variar de acordo com a disponibilidade em estoque.";"Praça Das Flores";"SIM";"";"";"";""
"colecao-jardim-colorido-mix-de-flores";"Coleção Jardim Colorido Mix de Flores";"Plantas e Vasos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"3703";"";"SIM";"NÃO";"Duráveis alstroemérias coloridas e flores do campo, em um vaso de vidro com moldura de madeira, bem cheio de estilo. Este presente será carinhosamente embalado pelos nossos floristas. Acompanha Mensagem Mãe Eu Te Amo Gostou? Então confira outros modelos de Buquê de Flores . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, plantas e vasos";"Coleção Jardim Colorido Mix de Flores";"Duráveis alstroemérias coloridas e flores do campo, em um vaso de vidro com moldura de madeira, bem cheio de estilo. Este presente será carinhosamente embalado ";"Praça Das Flores";"SIM";"";"";"";""
"felicidades-com-violeta";"Felicidades com Violeta";"Plantas e Vasos";"";"";"";"";"";"";"44.90";"";"";"";"";"";"";"3250";"";"SIM";"NÃO";"Vaso de violeta embalado em papel celofane com laço de fita. Acompanha um delicado cartão de mensagem de Felicidades. Um verdadeiro gesto de carinho que agrada e surpreende sempre. Gostou? Então confira outros modelos de Violetas e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Felicidades com Violeta";"Vaso de violeta embalado em papel celofane com laço de fita. Acompanha um delicado cartão de mensagem de Felicidades. Um verdadeiro gesto de carinho que agrada ";"Praça Das Flores";"SIM";"";"";"";""
"jardim-colorido-flores-do-campo";"Jardim Colorido Flores do Campo";"Plantas e Vasos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"3702";"";"SIM";"NÃO";"Duráveis e coloridas, esta combinação de flores do campo e rosas formam uma combinação única e charmosa em um vaso de vidro com moldura de madeira. Dimensões Aproximadas 25 cm Altura x 20 Diâmetro Tam P FOTO SOMENTE ILUSTRATIVA AS CORES DAS FLORES PODERÃO SER ALTERADAS CONFORME DISPONIBILIDADE DA ÉPOCA. Gostou? Então confira outros modelos de Buquê de Flores . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, plantas e vasos";"Jardim Colorido Flores do Campo";"Duráveis e coloridas, esta combinação de flores do campo e rosas formam uma combinação única e charmosa em um vaso de vidro com moldura de madeira. Dimensões Ap";"Praça Das Flores";"SIM";"";"";"";""
"jardim-de-astromelias";"Jardim de Astromélias";"Plantas e Vasos";"";"";"";"";"";"";"129.90";"";"";"";"";"";"";"3700";"";"SIM";"NÃO";"Delicadas astromélias coloridas em um vaso de vidro com moldura de madeira, bem cheio de estilo. Dimensões: 25 cm Altura x 20 cm Largura tam P A tonalidade das flores poderão sofrer alteração conforme a época da estação e a disponibilidade em estoque. Gostou? Então confira outros modelos de Cestas de Flores . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, plantas e vasos";"Jardim de Astromélias";"Delicadas astromélias coloridas em um vaso de vidro com moldura de madeira, bem cheio de estilo. Dimensões: 25 cm Altura x 20 cm Largura tam P A tonalidade das ";"Praça Das Flores";"SIM";"";"";"";""
"jardim-de-violetas";"Jardim de Violetas";"Plantas e Vasos";"";"";"";"";"";"";"159.90";"";"";"";"";"";"";"2846";"";"SIM";"NÃO";"Cesta de vime com 5 vasos de violetas de cores variadas. As cores dos vasos de violeta poderão variar de acordo com a disponibilidade em estoque. Gostou? Então confira outros modelos de Violetas e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Jardim de Violetas";"Cesta de vime com 5 vasos de violetas de cores variadas. As cores dos vasos de violeta poderão variar de acordo com a disponibilidade em estoque. Gostou? Então ";"Praça Das Flores";"SIM";"";"";"";""
"jardim-de-violetas-e-ferrero";"Jardim de Violetas e Ferrero";"Plantas e Vasos";"";"";"";"";"";"";"219.90";"";"";"";"";"";"";"3150";"";"SIM";"NÃO";"Jardim de Violetas, é um lindo arranjo na cesta de vime com 5 variedades de vasos de violetas e caixa de chocolate Ferrero Rocher de 12 unidades. Ideal para presentear FOTO SOMENTE ILUSTRATIVA AS CORES DAS FLORES PODERÃO SER ALTERADAS CONFORME DISPONIBILIDADE DA ÉPOCA. Gostou? Então confira outros modelos de Flores e Chocolates e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Jardim de Violetas e Ferrero";"Jardim de Violetas, é um lindo arranjo na cesta de vime com 5 variedades de vasos de violetas e caixa de chocolate Ferrero Rocher de 12 unidades. Ideal para pre";"Praça Das Flores";"SIM";"";"";"";""
"mini-margarida-doce-encanto";"Mini Margarida Doce Encanto";"Plantas e Vasos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"5207";"";"SIM";"NÃO";"Vaso de Mini Margarida cuidadosamente embalado em juta rústica, acompanhado de uma deliciosa caixa de chocolate Ferrero Rocher com 4 unidades. Uma combinação delicada que une a leveza das flores com o sabor irresistível do chocolate, tornando este presente ideal para qualquer ocasião: aniversários, agradecimentos, demonstrações de carinho ou simplesmente para alegrar o dia de alguém especial. Um presente elegante, afetuoso e cheio de charme. Gostou? Então confira outros modelos de Margaridas e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Mini Margarida Doce Encanto";"Vaso de Mini Margarida cuidadosamente embalado em juta rústica, acompanhado de uma deliciosa caixa de chocolate Ferrero Rocher com 4 unidades. Uma combinação de";"Praça Das Flores";"SIM";"";"";"";""
"promocao-doce-combinacao-violeta-e-ferrero";"PROMOÇÂO Doce Combinação Violeta e Ferrero";"Plantas e Vasos";"";"";"";"";"";"";"89.90";"";"";"";"";"";"";"3297";"";"SIM";"NÃO";"Doce combinação é um encantador Kit com uma violeta finamente embalada com laço de fita e uma caixa de ferrero rocher com 8 unidades. Ideal para agradar a pessoa que queremos bem. A cor da violeta pode variar de acordo com a disponibilidade em estoque e época. Gostou? Então confira outros modelos de Flores com Chocolates e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"PROMOÇÂO Doce Combinação Violeta e Ferrero";"Doce combinação é um encantador Kit com uma violeta finamente embalada com laço de fita e uma caixa de ferrero rocher com 8 unidades. Ideal para agradar a pesso";"Praça Das Flores";"SIM";"";"";"";""
"promocao-margarida-com-pelucia";"PROMOÇÃO Margarida Com Pelucia";"Plantas e Vasos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"3419";"";"SIM";"NÃO";"Linda Mini Margarida embalada em tela dourada acompanhada de ursinho de pelucia de 15 cm de altura.om ursinho de pelucia Gostou? Então confira outros modelos de Flores e Pelúcias .";"floricultura, plantas e vasos";"PROMOÇÃO Margarida Com Pelucia";"Linda Mini Margarida embalada em tela dourada acompanhada de ursinho de pelucia de 15 cm de altura.om ursinho de pelucia Gostou? Então confira outros modelos de";"Praça Das Flores";"SIM";"";"";"";""
"vaso-de-kalanchoe-na-juta";"Vaso de Kalanchoê na Juta";"Plantas e Vasos";"";"";"";"";"";"";"49.90";"";"";"";"";"";"";"4457";"";"SIM";"NÃO";"Delicado vaso de Kalachoê plantado e embalado na Juta rústica. Ideal para alegrar o dia daquelas pessoas que muito admiramos. A cor da planta poderá sofrer variação de acordo com a disponibilidade em estoque. Gostou? Ent&atilde;o confira outros modelos de Kalanchoe .";"floricultura, plantas e vasos";"Vaso de Kalanchoê na Juta";"Delicado vaso de Kalachoê plantado e embalado na Juta rústica. Ideal para alegrar o dia daquelas pessoas que muito admiramos. A cor da planta poderá sofrer vari";"Praça Das Flores";"SIM";"";"";"";""
"vaso-de-kalanchoe-no-celofane";"Vaso de Kalanchoe no Celofane";"Plantas e Vasos";"";"";"";"";"";"";"40.00";"";"";"";"";"";"";"4483";"";"SIM";"NÃO";"Delicado vaso de Kalachoê plantado e embalado no papel celofane e laço de ráfia. Ideal para alegrar o dia daquelas pessoas que muito admiramos. A cor da planta poderá sofrer variação de acordo com a disponibilidade em estoque. Gostou? Então confira outros modelos de Kalanchoe .";"floricultura, plantas e vasos";"Vaso de Kalanchoe no Celofane";"Delicado vaso de Kalachoê plantado e embalado no papel celofane e laço de ráfia. Ideal para alegrar o dia daquelas pessoas que muito admiramos. A cor da planta ";"Praça Das Flores";"SIM";"";"";"";""
"vaso-de-margarida-embalado-em-juta";"Vaso de Margarida Embalado em Juta";"Plantas e Vasos";"";"";"";"";"";"";"50.00";"";"";"";"";"";"";"2893";"";"SIM";"NÃO";"Vaso de mini margarida branca embalada na juta natural Dimensões: 25 cm Altura x 20 cm Diâmetro. Gostou? Então confira outros modelos de Margaridas e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Vaso de Margarida Embalado em Juta";"Vaso de mini margarida branca embalada na juta natural Dimensões: 25 cm Altura x 20 cm Diâmetro. Gostou? Então confira outros modelos de Margaridas e surpreenda";"Praça Das Flores";"SIM";"";"";"";""
